HoY,Date,Start Time,HLoad1,HLoad2,HLoad3,HLoad4,
1755,15-Mar,02:00,25.3445997,,,,
1755,15-Mar,02:00,25.3445997,,,,
1756,15-Mar,03:00,25.27395027,,,,
1756,15-Mar,03:00,25.27395027,,,,
1757,15-Mar,04:00,24.998713025,,,,
1757,15-Mar,04:00,24.998713025,,,,
1758,15-Mar,05:00,24.609117045,,,,
1758,15-Mar,05:00,24.609117045,,,,
1759,15-Mar,06:00,24.106424745,,,,
1759,15-Mar,06:00,24.106424745,,,,
1760,15-Mar,07:00,22.92493553,,,,
1760,15-Mar,07:00,22.92493553,,,,
1761,15-Mar,08:00,21.61564097,,,,
1761,15-Mar,08:00,21.61564097,,,,
1762,15-Mar,09:00,20.5651684,,,,
1762,15-Mar,09:00,20.5651684,,,,
1763,15-Mar,10:00,19.77403621,,,,
1763,15-Mar,10:00,19.77403621,,,,
1764,15-Mar,11:00,19.21050456,,,,
1764,15-Mar,11:00,19.21050456,,,,
1765,15-Mar,12:00,18.84504892,,,,
1765,15-Mar,12:00,18.84504892,,,,
1766,15-Mar,13:00,19.200203725,,,,
1766,15-Mar,13:00,19.200203725,,,,
1767,15-Mar,14:00,19.92513803,,,,
1767,15-Mar,14:00,19.92513803,,,,
1768,15-Mar,15:00,20.90000606,,,,
1768,15-Mar,15:00,20.90000606,,,,
1769,15-Mar,16:00,22.232378945,,,,
1769,15-Mar,16:00,22.232378945,,,,
1770,15-Mar,17:00,23.64802534,,,,
1770,15-Mar,17:00,23.64802534,,,,
1771,15-Mar,18:00,24.466190495,,,,
1771,15-Mar,18:00,24.466190495,,,,
1772,15-Mar,19:00,24.52955219,,,,
1772,15-Mar,19:00,24.52955219,,,,
1773,15-Mar,20:00,24.442161665,,,,
1773,15-Mar,20:00,24.442161665,,,,
1774,15-Mar,21:00,24.32927557,,,,
1774,15-Mar,21:00,24.32927557,,,,
1775,15-Mar,22:00,24.178749225,,,,
1775,15-Mar,22:00,24.178749225,,,,
1776,15-Mar,23:00,23.99109063,,,,
1776,15-Mar,23:00,23.99109063,,,,
1777,16-Mar,00:00,24.136531585,,,,
1777,16-Mar,00:00,24.136531585,,,,
1778,16-Mar,01:00,24.349203975,,,,
1778,16-Mar,01:00,24.349203975,,,,
1779,16-Mar,02:00,24.582654705,,,,
1779,16-Mar,02:00,24.582654705,,,,
1780,16-Mar,03:00,24.97521305,,,,
1780,16-Mar,03:00,24.97521305,,,,
1781,16-Mar,04:00,25.28837454,,,,
1781,16-Mar,04:00,25.28837454,,,,
1782,16-Mar,05:00,25.493982625,,,,
1782,16-Mar,05:00,25.493982625,,,,
1783,16-Mar,06:00,25.270497875,,,,
1783,16-Mar,06:00,25.270497875,,,,
1784,16-Mar,07:00,24.258334795,,,,
1784,16-Mar,07:00,24.258334795,,,,
1785,16-Mar,08:00,23.293581025,,,,
1785,16-Mar,08:00,23.293581025,,,,
1786,16-Mar,09:00,22.28564912,,,,
1786,16-Mar,09:00,22.28564912,,,,
1787,16-Mar,10:00,21.22573433,,,,
1787,16-Mar,10:00,21.22573433,,,,
1788,16-Mar,11:00,20.325369505,,,,
1788,16-Mar,11:00,20.325369505,,,,
1789,16-Mar,12:00,19.977667635,,,,
1789,16-Mar,12:00,19.977667635,,,,
1790,16-Mar,13:00,20.439754945,,,,
1790,16-Mar,13:00,20.439754945,,,,
1791,16-Mar,14:00,21.539688985,,,,
1791,16-Mar,14:00,21.539688985,,,,
1792,16-Mar,15:00,23.126724655,,,,
1792,16-Mar,15:00,23.126724655,,,,
1793,16-Mar,16:00,24.68031445,,,,
1793,16-Mar,16:00,24.68031445,,,,
1794,16-Mar,17:00,26.45134493,,,,
1794,16-Mar,17:00,26.45134493,,,,
1795,16-Mar,18:00,28.785688225,,,,
1795,16-Mar,18:00,28.785688225,,,,
1796,16-Mar,19:00,30.187233315,,,,
1796,16-Mar,19:00,30.187233315,,,,
1797,16-Mar,20:00,29.51312494,,,,
1797,16-Mar,20:00,29.51312494,,,,
1798,16-Mar,21:00,29.553215795,,,,
1798,16-Mar,21:00,29.553215795,,,,
1799,16-Mar,22:00,30.183195015,,,,
1799,16-Mar,22:00,30.183195015,,,,
1800,16-Mar,23:00,30.679030485,,,,
1800,16-Mar,23:00,30.679030485,,,,
1801,17-Mar,00:00,31.30558219,,,,
1801,17-Mar,00:00,31.30558219,,,,
1802,17-Mar,01:00,32.02373274,,,,
1802,17-Mar,01:00,32.02373274,,,,
1803,17-Mar,02:00,32.69383608,,,,
1803,17-Mar,02:00,32.69383608,,,,
1804,17-Mar,03:00,33.400459105,,,,
1804,17-Mar,03:00,33.400459105,,,,
1805,17-Mar,04:00,34.02083681,,,,
1805,17-Mar,04:00,34.02083681,,,,
1806,17-Mar,05:00,34.53221303,,,,
1806,17-Mar,05:00,34.53221303,,,,
1807,17-Mar,06:00,34.54542418,,,,
1807,17-Mar,06:00,34.54542418,,,,
1808,17-Mar,07:00,33.07668442,,,,
1808,17-Mar,07:00,33.07668442,,,,
1809,17-Mar,08:00,31.32927722,,,,
1809,17-Mar,08:00,31.32927722,,,,
1810,17-Mar,09:00,29.9154318,,,,
1810,17-Mar,09:00,29.9154318,,,,
1811,17-Mar,10:00,28.97908159,,,,
1811,17-Mar,10:00,28.97908159,,,,
1812,17-Mar,11:00,28.59872177,,,,
1812,17-Mar,11:00,28.59872177,,,,
1813,17-Mar,12:00,28.475262825,,,,
1813,17-Mar,12:00,28.475262825,,,,
1814,17-Mar,13:00,28.32569209,,,,
1814,17-Mar,13:00,28.32569209,,,,
1815,17-Mar,14:00,28.67576132,,,,
1815,17-Mar,14:00,28.67576132,,,,
1816,17-Mar,15:00,29.64890554,,,,
1816,17-Mar,15:00,29.64890554,,,,
1817,17-Mar,16:00,30.86185191,,,,
1817,17-Mar,16:00,30.86185191,,,,
1818,17-Mar,17:00,32.353650865,,,,
1818,17-Mar,17:00,32.353650865,,,,
1819,17-Mar,18:00,33.0921089,,,,
1819,17-Mar,18:00,33.0921089,,,,
1820,17-Mar,19:00,33.026211845,,,,
1820,17-Mar,19:00,33.026211845,,,,
1821,17-Mar,20:00,33.29453772,,,,
1821,17-Mar,20:00,33.29453772,,,,
1822,17-Mar,21:00,33.830292605,,,,
1822,17-Mar,21:00,33.830292605,,,,
1823,17-Mar,22:00,34.038143165,,,,
1823,17-Mar,22:00,34.038143165,,,,
1824,17-Mar,23:00,34.112546135,,,,
1824,17-Mar,23:00,34.112546135,,,,
1825,18-Mar,00:00,34.167095005,,,,
1825,18-Mar,00:00,34.167095005,,,,
1826,18-Mar,01:00,34.103453515,,,,
1826,18-Mar,01:00,34.103453515,,,,
1827,18-Mar,02:00,33.90903015,,,,
1827,18-Mar,02:00,33.90903015,,,,
1828,18-Mar,03:00,33.756248175,,,,
1828,18-Mar,03:00,33.756248175,,,,
1829,18-Mar,04:00,33.676310525,,,,
1829,18-Mar,04:00,33.676310525,,,,
1830,18-Mar,05:00,33.70838842,,,,
1830,18-Mar,05:00,33.70838842,,,,
1831,18-Mar,06:00,33.34730605,,,,
1831,18-Mar,06:00,33.34730605,,,,
1832,18-Mar,07:00,31.854138455,,,,
1832,18-Mar,07:00,31.854138455,,,,
1833,18-Mar,08:00,30.19835645,,,,
1833,18-Mar,08:00,30.19835645,,,,
1834,18-Mar,09:00,28.89860016,,,,
1834,18-Mar,09:00,28.89860016,,,,
1835,18-Mar,10:00,27.733582115,,,,
1835,18-Mar,10:00,27.733582115,,,,
1836,18-Mar,11:00,26.545174805,,,,
1836,18-Mar,11:00,26.545174805,,,,
1837,18-Mar,12:00,25.72692478,,,,
1837,18-Mar,12:00,25.72692478,,,,
1838,18-Mar,13:00,25.6079287,,,,
1838,18-Mar,13:00,25.6079287,,,,
1839,18-Mar,14:00,26.07262318,,,,
1839,18-Mar,14:00,26.07262318,,,,
1840,18-Mar,15:00,26.847997925,,,,
1840,18-Mar,15:00,26.847997925,,,,
1841,18-Mar,16:00,27.881277595,,,,
1841,18-Mar,16:00,27.881277595,,,,
1842,18-Mar,17:00,29.31266235,,,,
1842,18-Mar,17:00,29.31266235,,,,
1843,18-Mar,18:00,30.948610245,,,,
1843,18-Mar,18:00,30.948610245,,,,
1844,18-Mar,19:00,31.27994968,,,,
1844,18-Mar,19:00,31.27994968,,,,
1845,18-Mar,20:00,31.393735695,,,,
1845,18-Mar,20:00,31.393735695,,,,
1846,18-Mar,21:00,31.40368955,,,,
1846,18-Mar,21:00,31.40368955,,,,
1847,18-Mar,22:00,31.19658171,,,,
1847,18-Mar,22:00,31.19658171,,,,
1848,18-Mar,23:00,31.261388025,,,,
1848,18-Mar,23:00,31.261388025,,,,
1849,19-Mar,00:00,31.65068866,,,,
1849,19-Mar,00:00,31.65068866,,,,
1850,19-Mar,01:00,31.86675764,,,,
1850,19-Mar,01:00,31.86675764,,,,
1851,19-Mar,02:00,31.90193383,,,,
1851,19-Mar,02:00,31.90193383,,,,
1852,19-Mar,03:00,31.894117585,,,,
1852,19-Mar,03:00,31.894117585,,,,
1853,19-Mar,04:00,31.706328275,,,,
1853,19-Mar,04:00,31.706328275,,,,
1854,19-Mar,05:00,31.465715505,,,,
1854,19-Mar,05:00,31.465715505,,,,
1855,19-Mar,06:00,30.724207555,,,,
1855,19-Mar,06:00,30.724207555,,,,
1856,19-Mar,07:00,28.178118135,,,,
1856,19-Mar,07:00,28.178118135,,,,
1857,19-Mar,08:00,25.96262506,,,,
1857,19-Mar,08:00,25.96262506,,,,
1858,19-Mar,09:00,23.765501135,,,,
1858,19-Mar,09:00,23.765501135,,,,
1859,19-Mar,10:00,21.97645751,,,,
1859,19-Mar,10:00,21.97645751,,,,
1860,19-Mar,11:00,20.35370899,,,,
1860,19-Mar,11:00,20.35370899,,,,
1861,19-Mar,12:00,19.777920625,,,,
1861,19-Mar,12:00,19.777920625,,,,
1862,19-Mar,13:00,19.74519292,,,,
1862,19-Mar,13:00,19.74519292,,,,
1863,19-Mar,14:00,20.10406497,,,,
1863,19-Mar,14:00,20.10406497,,,,
1864,19-Mar,15:00,20.925115125,,,,
1864,19-Mar,15:00,20.925115125,,,,
1865,19-Mar,16:00,22.06101169,,,,
1865,19-Mar,16:00,22.06101169,,,,
1866,19-Mar,17:00,23.950654905,,,,
1866,19-Mar,17:00,23.950654905,,,,
1867,19-Mar,18:00,25.87564123,,,,
1867,19-Mar,18:00,25.87564123,,,,
1868,19-Mar,19:00,26.402012035,,,,
1868,19-Mar,19:00,26.402012035,,,,
1869,19-Mar,20:00,26.740588915,,,,
1869,19-Mar,20:00,26.740588915,,,,
1870,19-Mar,21:00,26.925220295,,,,
1870,19-Mar,21:00,26.925220295,,,,
1871,19-Mar,22:00,26.93799135,,,,
1871,19-Mar,22:00,26.93799135,,,,
1872,19-Mar,23:00,26.85027267,,,,
1872,19-Mar,23:00,26.85027267,,,,
1873,20-Mar,00:00,26.757101495,,,,
1873,20-Mar,00:00,26.757101495,,,,
1874,20-Mar,01:00,26.55862429,,,,
1874,20-Mar,01:00,26.55862429,,,,
1875,20-Mar,02:00,26.307835805,,,,
1875,20-Mar,02:00,26.307835805,,,,
1876,20-Mar,03:00,26.075704295,,,,
1876,20-Mar,03:00,26.075704295,,,,
1877,20-Mar,04:00,26.077958575,,,,
1877,20-Mar,04:00,26.077958575,,,,
1878,20-Mar,05:00,26.096486235,,,,
1878,20-Mar,05:00,26.096486235,,,,
1879,20-Mar,06:00,25.63649672,,,,
1879,20-Mar,06:00,25.63649672,,,,
1880,20-Mar,07:00,23.37544943,,,,
1880,20-Mar,07:00,23.37544943,,,,
1881,20-Mar,08:00,21.49182619,,,,
1881,20-Mar,08:00,21.49182619,,,,
1882,20-Mar,09:00,20.298414725,,,,
1882,20-Mar,09:00,20.298414725,,,,
1883,20-Mar,10:00,19.61493974,,,,
1883,20-Mar,10:00,19.61493974,,,,
1884,20-Mar,11:00,19.126223695,,,,
1884,20-Mar,11:00,19.126223695,,,,
1885,20-Mar,12:00,18.718454525,,,,
1885,20-Mar,12:00,18.718454525,,,,
1886,20-Mar,13:00,18.5499592,,,,
1886,20-Mar,13:00,18.5499592,,,,
1887,20-Mar,14:00,18.785043195,,,,
1887,20-Mar,14:00,18.785043195,,,,
1888,20-Mar,15:00,19.371142885,,,,
1888,20-Mar,15:00,19.371142885,,,,
1889,20-Mar,16:00,20.4495807,,,,
1889,20-Mar,16:00,20.4495807,,,,
1890,20-Mar,17:00,21.949912035,,,,
1890,20-Mar,17:00,21.949912035,,,,
1891,20-Mar,18:00,23.30642144,,,,
1891,20-Mar,18:00,23.30642144,,,,
1892,20-Mar,19:00,23.515045375,,,,
1892,20-Mar,19:00,23.515045375,,,,
1893,20-Mar,20:00,23.645086735,,,,
1893,20-Mar,20:00,23.645086735,,,,
1894,20-Mar,21:00,23.75851738,,,,
1894,20-Mar,21:00,23.75851738,,,,
1895,20-Mar,22:00,23.84026644,,,,
1895,20-Mar,22:00,23.84026644,,,,
1896,20-Mar,23:00,23.95352022,,,,
1896,20-Mar,23:00,23.95352022,,,,
1897,21-Mar,00:00,24.066369345,,,,
1897,21-Mar,00:00,24.066369345,,,,
1898,21-Mar,01:00,24.248988175,,,,
1898,21-Mar,01:00,24.248988175,,,,
1899,21-Mar,02:00,24.46880559,,,,
1899,21-Mar,02:00,24.46880559,,,,
1900,21-Mar,03:00,24.720290015,,,,
1900,21-Mar,03:00,24.720290015,,,,
1901,21-Mar,04:00,25.10258311,,,,
1901,21-Mar,04:00,25.10258311,,,,
1902,21-Mar,05:00,24.97614455,,,,
1902,21-Mar,05:00,24.97614455,,,,
1903,21-Mar,06:00,24.288763185,,,,
1903,21-Mar,06:00,24.288763185,,,,
1904,21-Mar,07:00,22.595456105,,,,
1904,21-Mar,07:00,22.595456105,,,,
1905,21-Mar,08:00,20.91728764,,,,
1905,21-Mar,08:00,20.91728764,,,,
1906,21-Mar,09:00,18.558061855,,,,
1906,21-Mar,09:00,18.558061855,,,,
1907,21-Mar,10:00,16.984625085,,,,
1907,21-Mar,10:00,16.984625085,,,,
1908,21-Mar,11:00,16.074129285,,,,
1908,21-Mar,11:00,16.074129285,,,,
1909,21-Mar,12:00,15.51923275,,,,
1909,21-Mar,12:00,15.51923275,,,,
1910,21-Mar,13:00,15.344548215,,,,
1910,21-Mar,13:00,15.344548215,,,,
1911,21-Mar,14:00,15.60749213,,,,
1911,21-Mar,14:00,15.60749213,,,,
1912,21-Mar,15:00,16.30515903,,,,
1912,21-Mar,15:00,16.30515903,,,,
1913,21-Mar,16:00,17.320346315,,,,
1913,21-Mar,16:00,17.320346315,,,,
1914,21-Mar,17:00,18.829616515,,,,
1914,21-Mar,17:00,18.829616515,,,,
1915,21-Mar,18:00,20.243894035,,,,
1915,21-Mar,18:00,20.243894035,,,,
1916,21-Mar,19:00,20.68576635,,,,
1916,21-Mar,19:00,20.68576635,,,,
1917,21-Mar,20:00,21.208584595,,,,
1917,21-Mar,20:00,21.208584595,,,,
1918,21-Mar,21:00,21.64077175,,,,
1918,21-Mar,21:00,21.64077175,,,,
1919,21-Mar,22:00,21.973721665,,,,
1919,21-Mar,22:00,21.973721665,,,,
1920,21-Mar,23:00,22.28956318,,,,
1920,21-Mar,23:00,22.28956318,,,,
1921,22-Mar,00:00,22.499755975,,,,
1921,22-Mar,00:00,22.499755975,,,,
1922,22-Mar,01:00,22.70729319,,,,
1922,22-Mar,01:00,22.70729319,,,,
1923,22-Mar,02:00,22.936759195,,,,
1923,22-Mar,02:00,22.936759195,,,,
1924,22-Mar,03:00,23.13904421,,,,
1924,22-Mar,03:00,23.13904421,,,,
1925,22-Mar,04:00,23.49683262,,,,
1925,22-Mar,04:00,23.49683262,,,,
1926,22-Mar,05:00,24.10899383,,,,
1926,22-Mar,05:00,24.10899383,,,,
1927,22-Mar,06:00,23.89164215,,,,
1927,22-Mar,06:00,23.89164215,,,,
1928,22-Mar,07:00,21.950028795,,,,
1928,22-Mar,07:00,21.950028795,,,,
1929,22-Mar,08:00,20.26293023,,,,
1929,22-Mar,08:00,20.26293023,,,,
1930,22-Mar,09:00,18.691614905,,,,
1930,22-Mar,09:00,18.691614905,,,,
1931,22-Mar,10:00,17.37368324,,,,
1931,22-Mar,10:00,17.37368324,,,,
1932,22-Mar,11:00,16.162956185,,,,
1932,22-Mar,11:00,16.162956185,,,,
1933,22-Mar,12:00,14.95473767,,,,
1933,22-Mar,12:00,14.95473767,,,,
1934,22-Mar,13:00,14.429945,,,,
1934,22-Mar,13:00,14.429945,,,,
1935,22-Mar,14:00,14.735961555,,,,
1935,22-Mar,14:00,14.735961555,,,,
1936,22-Mar,15:00,15.631243645,,,,
1936,22-Mar,15:00,15.631243645,,,,
1937,22-Mar,16:00,17.450397965,,,,
1937,22-Mar,16:00,17.450397965,,,,
1938,22-Mar,17:00,19.62696712,,,,
1938,22-Mar,17:00,19.62696712,,,,
1939,22-Mar,18:00,21.512557105,,,,
1939,22-Mar,18:00,21.512557105,,,,
1940,22-Mar,19:00,22.63790218,,,,
1940,22-Mar,19:00,22.63790218,,,,
1941,22-Mar,20:00,24.01773172,,,,
1941,22-Mar,20:00,24.01773172,,,,
1942,22-Mar,21:00,24.45014428,,,,
1942,22-Mar,21:00,24.45014428,,,,
1943,22-Mar,22:00,24.76686682,,,,
1943,22-Mar,22:00,24.76686682,,,,
1944,22-Mar,23:00,24.89856243,,,,
1944,22-Mar,23:00,24.89856243,,,,
1945,23-Mar,00:00,24.80434636,,,,
1945,23-Mar,00:00,24.80434636,,,,
1946,23-Mar,01:00,24.655434605,,,,
1946,23-Mar,01:00,24.655434605,,,,
1947,23-Mar,02:00,24.727219445,,,,
1947,23-Mar,02:00,24.727219445,,,,
1948,23-Mar,03:00,24.85931068,,,,
1948,23-Mar,03:00,24.85931068,,,,
1949,23-Mar,04:00,25.149524095,,,,
1949,23-Mar,04:00,25.149524095,,,,
1950,23-Mar,05:00,25.579583145,,,,
1950,23-Mar,05:00,25.579583145,,,,
1951,23-Mar,06:00,25.694039715,,,,
1951,23-Mar,06:00,25.694039715,,,,
1952,23-Mar,07:00,24.756802475,,,,
1952,23-Mar,07:00,24.756802475,,,,
1953,23-Mar,08:00,23.328979805,,,,
1953,23-Mar,08:00,23.328979805,,,,
1954,23-Mar,09:00,21.757797535,,,,
1954,23-Mar,09:00,21.757797535,,,,
1955,23-Mar,10:00,20.26492645,,,,
1955,23-Mar,10:00,20.26492645,,,,
1956,23-Mar,11:00,19.149432335,,,,
1956,23-Mar,11:00,19.149432335,,,,
1957,23-Mar,12:00,18.44500408,,,,
1957,23-Mar,12:00,18.44500408,,,,
1958,23-Mar,13:00,18.034328045,,,,
1958,23-Mar,13:00,18.034328045,,,,
1959,23-Mar,14:00,18.0981251,,,,
1959,23-Mar,14:00,18.0981251,,,,
1960,23-Mar,15:00,18.855505565,,,,
1960,23-Mar,15:00,18.855505565,,,,
1961,23-Mar,16:00,20.34204599,,,,
1961,23-Mar,16:00,20.34204599,,,,
1962,23-Mar,17:00,22.757462405,,,,
1962,23-Mar,17:00,22.757462405,,,,
1963,23-Mar,18:00,25.372080635,,,,
1963,23-Mar,18:00,25.372080635,,,,
1964,23-Mar,19:00,26.22063954,,,,
1964,23-Mar,19:00,26.22063954,,,,
1965,23-Mar,20:00,27.117237445,,,,
1965,23-Mar,20:00,27.117237445,,,,
1966,23-Mar,21:00,27.987859365,,,,
1966,23-Mar,21:00,27.987859365,,,,
1967,23-Mar,22:00,28.829997055,,,,
1967,23-Mar,22:00,28.829997055,,,,
1968,23-Mar,23:00,29.63762456,,,,
1968,23-Mar,23:00,29.63762456,,,,
1969,24-Mar,00:00,30.334877675,,,,
1969,24-Mar,00:00,30.334877675,,,,
1970,24-Mar,01:00,30.945908075,,,,
1970,24-Mar,01:00,30.945908075,,,,
1971,24-Mar,02:00,31.13792531,,,,
1971,24-Mar,02:00,31.13792531,,,,
1972,24-Mar,03:00,31.12320288,,,,
1972,24-Mar,03:00,31.12320288,,,,
1973,24-Mar,04:00,31.167196895,,,,
1973,24-Mar,04:00,31.167196895,,,,
1974,24-Mar,05:00,32.02720275,,,,
1974,24-Mar,05:00,32.02720275,,,,
1975,24-Mar,06:00,32.76119436,,,,
1975,24-Mar,06:00,32.76119436,,,,
1976,24-Mar,07:00,29.67641237,,,,
1976,24-Mar,07:00,29.67641237,,,,
1977,24-Mar,08:00,26.633179495,,,,
1977,24-Mar,08:00,26.633179495,,,,
1978,24-Mar,09:00,23.635849815,,,,
1978,24-Mar,09:00,23.635849815,,,,
1979,24-Mar,10:00,21.738367915,,,,
1979,24-Mar,10:00,21.738367915,,,,
1980,24-Mar,11:00,20.633616625,,,,
1980,24-Mar,11:00,20.633616625,,,,
1981,24-Mar,12:00,20.170394915,,,,
1981,24-Mar,12:00,20.170394915,,,,
1982,24-Mar,13:00,20.38128371,,,,
1982,24-Mar,13:00,20.38128371,,,,
1983,24-Mar,14:00,21.2623709,,,,
1983,24-Mar,14:00,21.2623709,,,,
1984,24-Mar,15:00,22.774507385,,,,
1984,24-Mar,15:00,22.774507385,,,,
1985,24-Mar,16:00,24.8278813,,,,
1985,24-Mar,16:00,24.8278813,,,,
1986,24-Mar,17:00,27.48697673,,,,
1986,24-Mar,17:00,27.48697673,,,,
1987,24-Mar,18:00,30.780162595,,,,
1987,24-Mar,18:00,30.780162595,,,,
1988,24-Mar,19:00,31.68990592,,,,
1988,24-Mar,19:00,31.68990592,,,,
1989,24-Mar,20:00,31.921114215,,,,
1989,24-Mar,20:00,31.921114215,,,,
1990,24-Mar,21:00,32.003225925,,,,
1990,24-Mar,21:00,32.003225925,,,,
1991,24-Mar,22:00,32.146493655,,,,
1991,24-Mar,22:00,32.146493655,,,,
1992,24-Mar,23:00,32.294505415,,,,
1992,24-Mar,23:00,32.294505415,,,,
1993,25-Mar,00:00,32.28339399,,,,
1993,25-Mar,00:00,32.28339399,,,,
1994,25-Mar,01:00,31.899915005,,,,
1994,25-Mar,01:00,31.899915005,,,,
1995,25-Mar,02:00,31.659355835,,,,
1995,25-Mar,02:00,31.659355835,,,,
1996,25-Mar,03:00,31.608646805,,,,
1996,25-Mar,03:00,31.608646805,,,,
1997,25-Mar,04:00,31.640951675,,,,
1997,25-Mar,04:00,31.640951675,,,,
1998,25-Mar,05:00,31.97001218,,,,
1998,25-Mar,05:00,31.97001218,,,,
1999,25-Mar,06:00,31.30829122,,,,
1999,25-Mar,06:00,31.30829122,,,,
2000,25-Mar,07:00,29.3470782,,,,
2000,25-Mar,07:00,29.3470782,,,,
2001,25-Mar,08:00,26.83573609,,,,
2001,25-Mar,08:00,26.83573609,,,,
2002,25-Mar,09:00,24.869609755,,,,
2002,25-Mar,09:00,24.869609755,,,,
2003,25-Mar,10:00,23.15597839,,,,
2003,25-Mar,10:00,23.15597839,,,,
2004,25-Mar,11:00,21.727156505,,,,
2004,25-Mar,11:00,21.727156505,,,,
2005,25-Mar,12:00,20.717280825,,,,
2005,25-Mar,12:00,20.717280825,,,,
2006,25-Mar,13:00,20.22719413,,,,
2006,25-Mar,13:00,20.22719413,,,,
2007,25-Mar,14:00,20.31876551,,,,
2007,25-Mar,14:00,20.31876551,,,,
2008,25-Mar,15:00,21.05995949,,,,
2008,25-Mar,15:00,21.05995949,,,,
2009,25-Mar,16:00,22.471881145,,,,
2009,25-Mar,16:00,22.471881145,,,,
2010,25-Mar,17:00,25.32037434,,,,
2010,25-Mar,17:00,25.32037434,,,,
2011,25-Mar,18:00,29.28094345,,,,
2011,25-Mar,18:00,29.28094345,,,,
2012,25-Mar,19:00,30.59792747,,,,
2012,25-Mar,19:00,30.59792747,,,,
2013,25-Mar,20:00,31.483225775,,,,
2013,25-Mar,20:00,31.483225775,,,,
2014,25-Mar,21:00,32.297653605,,,,
2014,25-Mar,21:00,32.297653605,,,,
2015,25-Mar,22:00,33.10006834,,,,
2015,25-Mar,22:00,33.10006834,,,,
2016,25-Mar,23:00,33.84914474,,,,
2016,25-Mar,23:00,33.84914474,,,,
2017,26-Mar,00:00,34.46853001,,,,
2017,26-Mar,00:00,34.46853001,,,,
2018,26-Mar,01:00,35.02135661,,,,
2018,26-Mar,01:00,35.02135661,,,,
2019,26-Mar,02:00,35.648695475,,,,
2019,26-Mar,02:00,35.648695475,,,,
2020,26-Mar,03:00,36.47723127,,,,
2020,26-Mar,03:00,36.47723127,,,,
2021,26-Mar,04:00,37.2161646,,,,
2021,26-Mar,04:00,37.2161646,,,,
2022,26-Mar,05:00,37.734032745,,,,
2022,26-Mar,05:00,37.734032745,,,,
2023,26-Mar,06:00,36.75849702,,,,
2023,26-Mar,06:00,36.75849702,,,,
2024,26-Mar,07:00,32.940327585,,,,
2024,26-Mar,07:00,32.940327585,,,,
2025,26-Mar,08:00,30.164203125,,,,
2025,26-Mar,08:00,30.164203125,,,,
2026,26-Mar,09:00,25.65898268,,,,
2026,26-Mar,09:00,25.65898268,,,,
2027,26-Mar,10:00,22.48088048,,,,
2027,26-Mar,10:00,22.48088048,,,,
2028,26-Mar,11:00,20.933585645,,,,
2028,26-Mar,11:00,20.933585645,,,,
2029,26-Mar,12:00,20.116208095,,,,
2029,26-Mar,12:00,20.116208095,,,,
2030,26-Mar,13:00,19.973369215,,,,
2030,26-Mar,13:00,19.973369215,,,,
2031,26-Mar,14:00,20.51460797,,,,
2031,26-Mar,14:00,20.51460797,,,,
2032,26-Mar,15:00,21.644118265,,,,
2032,26-Mar,15:00,21.644118265,,,,
2033,26-Mar,16:00,23.34497526,,,,
2033,26-Mar,16:00,23.34497526,,,,
2034,26-Mar,17:00,26.144975565,,,,
2034,26-Mar,17:00,26.144975565,,,,
2035,26-Mar,18:00,30.146580925,,,,
2035,26-Mar,18:00,30.146580925,,,,
2036,26-Mar,19:00,31.455104925,,,,
2036,26-Mar,19:00,31.455104925,,,,
2037,26-Mar,20:00,32.200610585,,,,
2037,26-Mar,20:00,32.200610585,,,,
2038,26-Mar,21:00,32.88602767,,,,
2038,26-Mar,21:00,32.88602767,,,,
2039,26-Mar,22:00,33.442312045,,,,
2039,26-Mar,22:00,33.442312045,,,,
2040,26-Mar,23:00,34.02344652,,,,
2040,26-Mar,23:00,34.02344652,,,,
2041,27-Mar,00:00,34.5819562,,,,
2041,27-Mar,00:00,34.5819562,,,,
2042,27-Mar,01:00,35.06330759,,,,
2042,27-Mar,01:00,35.06330759,,,,
2043,27-Mar,02:00,35.50620932,,,,
2043,27-Mar,02:00,35.50620932,,,,
2044,27-Mar,03:00,35.821717725,,,,
2044,27-Mar,03:00,35.821717725,,,,
2045,27-Mar,04:00,35.953929235,,,,
2045,27-Mar,04:00,35.953929235,,,,
2046,27-Mar,05:00,36.08855609,,,,
2046,27-Mar,05:00,36.08855609,,,,
2047,27-Mar,06:00,34.78809729,,,,
2047,27-Mar,06:00,34.78809729,,,,
2048,27-Mar,07:00,30.297543245,,,,
2048,27-Mar,07:00,30.297543245,,,,
2049,27-Mar,08:00,26.727721675,,,,
2049,27-Mar,08:00,26.727721675,,,,
2050,27-Mar,09:00,22.82990628,,,,
2050,27-Mar,09:00,22.82990628,,,,
2051,27-Mar,10:00,20.92563497,,,,
2051,27-Mar,10:00,20.92563497,,,,
2052,27-Mar,11:00,19.514734355,,,,
2052,27-Mar,11:00,19.514734355,,,,
2053,27-Mar,12:00,18.573787155,,,,
2053,27-Mar,12:00,18.573787155,,,,
2054,27-Mar,13:00,18.20441204,,,,
2054,27-Mar,13:00,18.20441204,,,,
2055,27-Mar,14:00,18.38507742,,,,
2055,27-Mar,14:00,18.38507742,,,,
2056,27-Mar,15:00,19.181000385,,,,
2056,27-Mar,15:00,19.181000385,,,,
2057,27-Mar,16:00,20.567820025,,,,
2057,27-Mar,16:00,20.567820025,,,,
2058,27-Mar,17:00,23.23615622,,,,
